userID,placeID,place_rating,hotelID,hotel_rating,restaurantID,restaurant_rating,eventID,event_rating
36,8,2.3535644684156063,5,3.445167151857259,15,3.7912797556219986,12,1.909387052647412
37,31,4.063825665447562,14,3.6843671865799057,13,2.2987222665377893,11,1.3112119230937997
38,33,4.179950248706239,2,2.153988196210923,8,4.371412940019926,10,3.7577813822753874
39,13,2.540749294175985,15,4.7264337544479895,7,4.478547785219649,18,4.056015800865795
40,20,2.1555406442242355,3,4.3563735883105315,17,2.717663545346512,16,1.5416862460485703
41,7,3.6104039719519996,2,3.1590964017284477,13,1.1253030367953825,11,4.786789220314328
42,32,1.6921922078051006,5,1.0595948071985175,12,3.6225124304935266,5,1.7704321138652919
43,30,1.571942536933383,9,3.012922913456451,12,3.700040880760419,3,3.283029063151847
44,18,1.1974618048968622,18,1.3715021823109699,8,1.5155298082184858,12,2.2526221684865573
45,11,2.118043883689736,6,2.444784532275047,7,3.043513428909138,6,3.8876103537023496
46,17,4.960708489411642,9,4.293237348881453,8,4.45243066856241,15,1.7013627850803932
47,32,3.3036169788280225,9,3.0130173192426546,10,4.358312094914467,18,4.154060018514876
48,26,3.3402860770747185,6,3.528482581611855,1,2.4063160483533106,3,3.757943039651192
49,2,1.0959476737549556,3,4.659867177102086,10,2.703496162477883,8,1.6997693488908907
50,27,4.5611085574207415,3,4.537756581164059,14,2.564835332730493,5,3.0287884547499364
51,7,3.7876096129734234,9,3.291768934771896,10,1.2067678417768826,2,2.2623668461708992
52,8,2.806802586052287,3,2.745908888040791,2,1.243173789798572,14,1.836065330922013
53,11,3.5366089625480557,15,1.6383362277752287,14,2.205307214890562,9,1.2241987312161409
54,34,2.2598630636605517,13,3.3134195908883646,6,4.615792440932452,1,4.235009762925163
55,21,2.8765964188562854,1,2.2494354237181886,1,1.4599389959730735,15,4.28050148763465
56,9,1.2323326663299188,17,4.4073337581177725,11,1.2956581708971129,17,2.004114147881991
57,35,3.563833130799653,19,3.840304843819774,2,1.136996560983072,18,2.485558938858536
58,19,4.029583683920658,9,2.4790226590650226,15,3.7964384908607802,14,4.922379656684299
59,7,1.2091596260994306,16,3.817207262159328,2,1.4779094398149208,2,3.846254426973574
60,36,3.1222224079747294,9,4.62009250568271,6,4.098282121482757,15,4.206199420105303
61,20,2.9617986561418923,10,4.378151138320298,11,2.4844558893205186,14,1.1606779629034323
62,36,4.928739661289052,2,1.406790488026664,16,1.2955702858342653,6,1.9258503800075344
63,14,1.0905501770210178,1,2.03970487615584,14,3.939560391876259,6,1.8489184958289937
64,18,2.2671550066362025,5,3.422466809738767,13,3.2859659440170015,2,4.732576468020875
65,20,4.643110553010075,6,3.5493986673060602,1,1.0163457824186755,5,1.3245738749990204
66,3,1.1571605744581568,17,4.140290402004945,10,3.02548782094441,10,1.482365591490296
67,2,2.473854626146642,16,2.5387796158600677,1,1.044999145419252,18,4.536387505528583
68,2,4.686792421099571,7,1.729609506208301,15,1.2959370081659736,18,1.838457646014482
69,33,4.002684194852744,19,3.1107664231657077,16,3.442308920911518,9,1.5072141129970538
70,28,3.0344856505978193,5,1.4880706929766228,12,1.856825103877859,13,3.0485365026859657
71,7,3.879660711248463,13,3.9934141255880173,15,3.4496605704706194,14,2.4193396873184594
72,26,3.657843550117177,12,3.6955265913563435,17,2.985251665834426,2,3.656587089201031
73,15,4.108999245590292,15,2.935061843114745,16,1.5007315195109001,6,4.003677863407
74,18,4.968645603832039,4,3.3193615398666343,1,4.668616941055884,7,3.785971284048646
75,13,4.611222644288338,15,4.718161414507392,12,4.370701877368791,15,4.257694161352735
76,19,2.9513742416339244,7,3.1397741882364723,8,1.6903259366972225,17,3.8866316879731695
77,17,3.1399007630277023,3,3.077022116399664,11,2.821878696122084,11,3.779881173276823
78,35,1.6196754388299706,7,1.6305109202432058,10,3.2677559690361058,14,3.168612801601267
79,26,3.3156847590685263,11,2.6939945225078286,11,3.8849739342773177,11,4.996308453960777
80,6,2.201705219472152,10,1.2889937654106776,8,2.165537490794968,6,1.0626455432583914
81,28,4.001189706315779,1,3.574066143447179,16,3.7369177240586837,5,1.4327706372898419
82,26,1.599068859684627,1,1.3751118035984797,11,2.9890541720864636,14,3.0617432609403115
83,38,1.2769834287263357,2,3.341532684411704,1,4.5468617371630256,3,2.3562488512077433
84,3,1.7639046316123235,16,2.45204619640873,17,3.5747618656028406,13,1.9815762786772808
85,35,2.7379247939768416,2,4.662008258376849,13,4.977260901702017,18,2.007263342432642
86,21,3.1005700527982416,13,2.8442981907015907,4,2.2397723333630575,8,1.8467507939346173
87,26,4.500088803535437,9,2.647300975415402,5,2.5994598285377863,16,1.6084597652288166
88,5,2.8946608297711305,16,4.807115019322588,12,2.2932462267316813,9,3.7427991418061057
89,18,3.922124411273872,2,4.428709582197572,17,1.740207636372149,3,2.0838111050186288
90,26,4.389152536727252,1,2.8632673730229596,16,3.259774656201065,10,4.342272373672948
91,13,4.314164520852106,19,1.6153465428728944,9,2.3614775706261697,7,2.029055870046596
92,6,2.7685696665311377,7,2.0072043343521977,15,1.2907061453678184,4,1.1108975249038724
93,10,4.6646402767674395,14,2.566291087617207,3,2.379650677242887,17,2.071556950945793
94,19,1.8294543464428998,8,1.3422121993729386,8,4.042398750387537,15,1.0443186198477519
95,34,3.539721732098268,5,2.673170058713148,10,4.043743926443739,1,1.6776279687012048
96,7,4.680328026299417,13,2.796074204199623,2,2.754668473052418,5,2.6616609658821138
97,10,3.792307127341687,8,1.8358417204139785,10,3.4083154138771143,18,1.5644074379664472
98,7,2.0496738100733682,16,2.807999090191356,13,3.249144643851929,12,1.1818530802002836
99,29,3.1361720656996632,2,2.3825786167034764,10,3.787198476941661,11,3.1316091073389476
100,12,1.7947927377316866,16,2.179160999626822,5,2.590621702331178,14,1.0799708835619426
101,21,4.083865297397742,15,1.8183009427580248,15,4.908694754106769,17,4.346737110053831
102,6,3.226707699884603,2,2.4974756635557553,5,2.2836237121108645,7,2.289433203086091
103,2,3.219364505955486,18,1.9896979328453042,9,4.73016704451696,7,2.7444733724425348
104,36,3.457664279881978,3,1.0341529527777076,15,2.9473243841961696,15,2.7385303538426893
105,1,1.965998287360165,7,2.930146969167092,16,2.490344480154061,5,4.752934542584118
106,29,1.0248443305810926,15,1.0057785479397503,5,3.223649653480303,8,3.5772668537882693
107,38,1.2010557637090753,3,4.873179309954151,5,1.6392707243462774,1,2.0928673503414834
108,17,4.624276272586458,6,3.7475519344468866,9,2.79002103746256,12,3.097923650867188
109,11,3.6543149055489343,18,2.0925674346853604,6,2.561912194791558,4,1.522821117237895
110,32,1.7293934407872786,19,2.645248206502568,2,4.838662757421291,15,4.07736415629611
111,13,4.260340939597729,9,2.644234888594298,14,4.362472316804265,6,4.610926895076995
112,37,2.2757997743260474,12,2.872722642854385,13,3.8871899892178488,5,1.7031416935072383
113,32,4.517584220469285,13,2.567046813812858,1,4.1684080969626685,4,1.7877148415946018
114,8,4.9955387970740475,13,3.0000774644007957,7,1.26880177986125,5,2.223565370470322
115,6,3.4520878008452596,5,2.270784259058283,16,4.784082926323613,1,3.2413988669699356
116,7,1.038017199409086,3,2.325400781204855,9,2.3284389228713063,5,2.81487237522837
117,34,4.762275597922533,14,2.114166430342715,13,1.5837359250204006,4,2.2350433790469304
118,5,2.5042818676449876,19,4.589042032975019,8,4.797462425358455,14,1.0613977480744525
119,2,2.1115489219189536,5,4.717433410525425,4,1.7506317224041363,5,4.768680777038799
120,27,1.471182176454549,3,1.7350226965772269,13,2.0395528654037802,8,2.306604194121018
121,30,2.765796307480449,4,3.3737411582693544,12,2.5850334313730388,2,2.7549717843187955
122,35,3.7265587203215724,15,4.719093138929219,1,4.232550119612829,8,1.063228301673374
123,6,2.0120135065981786,9,4.777044692214766,3,2.384998285160784,2,4.973884505004742
124,7,3.67712442382429,13,2.186901092906089,10,1.1252850581071248,14,2.471825476067513
125,17,3.076217433991792,10,3.4646594057270144,2,2.805873017474029,15,3.599098490793858
126,5,3.8614458969577403,1,4.657935159245132,13,4.3608910203673235,2,1.8743892099254005
127,34,4.3598127253529455,7,1.4550424193904843,8,4.177863109330845,7,1.3630736208323353
128,31,3.477351748493875,17,3.551242094518974,2,3.4894247149327278,13,2.9582052849024856
129,8,3.6686131103697064,6,2.82582864756793,5,1.1055336454655378,3,3.376084314941465
130,3,3.083854016541081,7,3.0272031626191045,14,1.9209716138318496,12,1.9525360566524275
131,30,1.4338003777917607,10,1.6782890667395143,10,4.7278673139858665,8,3.7477600847616452
132,17,3.892676016604732,7,4.234862568532407,8,2.5365141390753205,7,3.935939891205134
133,38,3.332502864712019,12,2.4402379069553763,15,1.1826853635104166,1,1.378820230419041
134,22,4.589656369235449,16,4.727749407659182,15,3.926581430895645,15,3.3377682987533954
135,38,2.756800975174499,9,1.1702921601046596,14,2.1306951308014574,16,3.69862395642429
136,10,3.97205966420128,14,4.4695868262186345,1,1.4851148929083378,13,2.434981732487537
137,5,1.3553085697611653,19,4.042146510189406,1,1.0874944665085087,12,3.1775137154222333
138,38,1.5411126757593832,2,4.312981280195645,17,3.2258696868504138,14,4.93803327449478
139,28,2.5294324924299194,19,2.376418469610882,6,3.398697644153522,14,3.533030856046777
140,8,4.246302048392924,4,3.8170499709060386,8,1.0629787437879155,5,3.6074569510192567
141,35,3.679583201888097,16,3.713321916637716,9,3.421177731600913,4,2.123504265577014
142,35,2.354364772470303,6,1.4070662638541171,2,3.9994951687762974,3,2.8664955254775695
143,17,2.680220184551649,11,1.3790530263933576,3,1.6397112439734651,4,4.45166209222886
144,18,2.544452648657592,12,3.0582933938510157,3,3.9400002894096477,3,1.5926342659443473
145,22,3.5324418841321235,8,1.2406700470905996,8,3.91642264781709,7,4.609792192872258
146,37,4.242203663318794,3,1.9673182911897427,5,4.713438692028005,3,1.5706808401641235
147,11,1.3638554608361466,6,3.6134764597681586,10,4.127992470502474,8,3.098084015311431
148,11,1.324930634302266,7,2.3414319737801907,14,2.897139843807261,13,2.5215280591277223
149,3,4.764959256850052,3,4.436842925173529,4,3.8588414646996188,16,2.7342784255671457
150,24,2.7700083912391307,11,4.9325494011037065,16,4.968630530738086,13,3.6262024523081458
151,19,3.4286819805136046,10,3.614472611660286,7,3.106797697074385,10,3.8681433950941058
152,30,2.252248364418813,12,1.013282985395402,2,3.532164505381978,15,3.140524065811337
153,22,3.8139597105499345,1,4.762377969506796,13,2.4215891336012865,6,4.367480944145466
154,31,2.852777573048353,12,4.406664884619142,2,3.901053090232164,6,2.237193768684146
155,20,4.225476263431893,2,3.283966310232705,17,1.4157746555020387,18,3.8694470885826218
156,28,1.6102167639882041,16,3.611809144001903,16,2.423795725695274,3,2.3145422671805895
157,26,3.972043990915296,16,2.855944267631397,12,1.2156940101169313,6,1.6997445920864465
158,36,3.619483765157897,8,3.590779554273603,3,1.2361309703069616,3,3.992453583736884
159,6,2.5419051419439374,7,2.2226997598649323,16,1.2338341503169983,16,1.0102902909481055
160,25,3.1984857509738958,11,4.9115113872132286,12,3.0788533656281283,10,1.699542181316096
161,19,1.6250954521836087,9,3.2796077750775234,13,2.1782311219674724,3,1.442387204281422
162,18,4.521844376951513,12,1.9167102547495722,8,1.9492623253143644,2,1.3735043539649365
163,34,4.822783808711172,18,3.445840638086235,4,4.696064488563088,1,1.1392385586711211
164,36,2.346124914046005,10,3.2879137563375473,15,2.761131794951282,17,3.8011460786419655
165,30,2.413161717689009,11,3.4936835711757355,8,4.158222706616025,10,1.0769566278978866
166,35,1.5910073544566141,3,3.3606081519725177,1,2.6929015448623494,9,3.210010611661412
167,9,3.7303530532642584,9,2.126078613667461,9,1.5358129880999671,7,1.56326065005728
168,23,1.7756687122743533,17,4.360360772850909,17,4.2123032834358085,4,2.979632364369557
169,8,1.1030155967577011,16,4.034417316427996,16,2.211703052157848,13,3.511714198084521
170,10,2.438165128811758,7,3.029711156619009,8,1.6351882884500655,9,1.7666305326371226
171,18,3.0794248645407274,2,3.9508312935716225,13,2.073333791334613,5,1.734617684967255
172,33,2.464378785632581,2,3.9755072864393792,13,4.205962968140105,11,1.9995929173787954
173,25,3.097129686883441,15,2.6978343845154567,13,3.6859469966388656,3,1.7042417763647917
174,35,3.90649260232283,7,4.741210254534776,6,4.684095968870399,4,4.722395179548475
175,38,3.2662300447738737,18,2.639570115318142,10,3.4869668622945063,13,4.309004137102278
176,32,3.8473178673658186,6,3.302718847643638,13,3.128555669448878,16,1.4627032445422965
177,36,2.6217927691117158,4,2.714385681037538,8,2.683818889861419,18,3.2812306688704047
178,36,2.5630837275273475,14,1.2266873493025026,10,1.786416764299601,6,2.813706541419968
179,18,3.4840931734372194,19,1.5988000121321644,5,3.1808530132812263,10,1.0936452294530463
180,18,2.6210941492942013,17,1.5873136448146736,5,1.855787699569159,18,3.8309618815150657
181,31,2.260370178082525,8,4.396486835551951,8,3.6125094499051005,15,1.397398295705048
182,4,1.3405145682899473,13,4.849532538702377,17,4.4047484997138024,7,3.54775623041093
183,38,1.0554537102076709,1,2.301366284660069,12,3.898831964643306,4,1.4582095411637606
184,18,2.6115404412987173,2,2.0470671611378197,15,4.274792576358566,7,3.5848316502006514
185,18,3.2755646972487136,11,2.2494866527188777,13,1.2230520418408086,1,1.7413767978363808
186,8,1.6660880397532445,4,4.464014421319943,11,1.201456819348648,7,3.0441829115939942
187,1,1.18262892189213,5,2.4628019945960404,7,4.204956218561937,4,1.2281297218160625
188,35,2.9753237364271654,7,2.1753797003740734,3,2.1669525967414285,12,1.9488064624072932
189,30,2.341729286763858,9,4.246731874095335,11,2.110500871850934,1,4.181628666387709
190,23,4.989192192259649,5,2.273630642368977,17,4.833707772546321,4,1.276077366897327
191,5,4.391867257983403,16,3.983515701063493,12,1.4780160531919164,6,1.9855814480933556
192,30,2.0443655569137085,10,4.498231037175151,13,4.7128610043373165,13,4.902992070793134
193,31,3.2881272034557862,6,3.4562219715139775,3,1.4784996509112194,9,3.6850232746837555
194,9,1.2409878125263218,7,2.339197561213528,7,1.6637941925454234,4,1.6774347307968944
195,16,3.260057138288472,17,1.16122649073972,3,2.1232011017501007,11,3.5333957150340884
196,6,4.648932281319673,1,3.9097009154320883,7,3.288026247287821,6,3.493128172671775
197,21,2.6880499367571073,13,2.6355831341796696,9,2.759064109665262,13,3.7870826140890737
198,17,3.3995306843899145,15,3.2062753508395168,2,1.6079055503520738,3,3.155408587827114
199,22,4.903467655873542,15,4.039048236787375,15,2.3835972744109766,8,2.4889829302148554
200,31,4.642773365885363,6,2.613832532170572,8,4.65938430217083,2,1.689518348537693
201,23,4.742694758561804,5,2.8666177599173897,14,3.4130771007389025,8,1.7215798549159773
202,35,4.745383520138855,2,4.172465202124778,17,4.514371067600164,7,3.395230297686502
203,31,4.204554282424306,10,2.020799043244374,5,4.086348031288063,5,1.336131448487425
204,14,2.798876950317238,14,2.6289902108022547,4,4.695947897064626,14,4.46168329053228
205,4,2.1923813971732242,19,2.2331181395775017,4,4.7706475364716034,2,4.768845411998679
206,17,4.086136756432906,7,2.5350903597955865,11,2.331860743873691,18,1.4926111998921714
207,8,3.736468578830668,19,1.774832838716585,2,2.021123732142752,9,3.0673366280412266
208,11,2.7379935354012033,12,4.380084907591897,13,1.0721755193121467,9,4.063997936338126
209,6,1.8246453148626118,15,1.5143791769369526,6,1.3442240550326332,14,2.9177727140921106
210,12,1.479476827714978,12,1.3294469266693625,17,3.5866646246605,14,2.356985485731343
211,12,4.218654914396465,19,2.2247771383662296,4,3.9779013825652085,5,4.897895405257089
212,26,3.700009545960972,3,2.002729538286936,4,3.460254154310813,4,3.4026467927807897
213,20,3.7246995718421485,7,4.016692346655761,12,2.9616044148407363,16,4.545145641199476
214,26,3.7539355213591508,19,4.098293612796777,6,4.87138852485926,6,1.6162297546132978
215,7,1.0755519057951557,18,4.739539194517873,2,3.3187981892879086,18,4.146760648009501
216,10,4.769689589343306,17,3.050870010739601,12,1.5440146208824066,15,4.954736265336436
217,23,4.407759211804889,14,3.617592260055515,10,4.919167346039491,17,4.7725838663162445
218,12,4.216907805874138,5,3.2338887959527938,11,2.2287158527172486,12,2.6587926732315386
219,34,3.7183992373968877,13,4.110413177886331,14,1.6931299467751475,2,4.242839968672673
220,9,3.3909265179599184,9,4.03364782235839,11,3.3784830160142736,7,1.5600196995416873
221,26,2.7066816369712132,13,3.214009902242035,14,1.5425692947919756,1,3.658456153440969
222,12,3.2864507186098075,4,3.5107960469254973,6,3.5784692667201004,16,2.312480491338772
223,35,2.03387736223884,5,3.119885802443234,14,3.4943664606156015,1,1.2994634063166792
224,14,2.363830472329091,16,1.4523521328700473,2,4.776229180304019,1,3.50370881118085
225,29,3.5526611476488603,9,2.264051275913248,7,3.976290919468996,5,1.1346039742490275
226,22,3.3433599953458493,2,3.065756818870538,10,3.2487846928522703,6,3.3692063912953842
227,20,1.831962987296337,12,4.232370675356833,1,1.929605525585674,6,1.1465332555971743
228,8,3.930998371208259,6,2.6366843021794324,7,4.150803970157037,17,4.869518386159543
229,19,1.944350915347873,17,3.202293628210231,15,4.663124401258864,17,1.0600449013443751
230,35,3.505265957205888,5,2.2205606373483757,3,4.519827996105583,4,3.9745014913663272
231,29,2.3396766649166354,12,1.7852340799859254,10,1.0384421690669274,17,2.1999337231792673
232,35,3.184485116561653,7,3.1132500164295385,11,3.284926299571683,17,1.2966344869433515
233,38,4.335064717308233,12,2.647448479384103,6,4.2936174683607335,6,2.837567809941389
234,3,4.787065428030672,17,1.3400874296315117,14,3.622352661788109,8,4.02243882865883
235,30,3.5088948950623773,15,4.636827398643505,10,3.4776514709015514,7,2.816355279832892
236,32,4.659877674496286,15,4.173957635603985,9,3.8485988706740133,9,4.424506787018635
237,28,2.323472288301057,6,2.3481251575230138,5,3.4960520800302346,17,2.6240968130271947
238,30,3.001586565634685,18,1.9101921695606858,12,2.197488773992833,9,4.479607715585267
239,21,2.3624078083855093,14,1.5313675674204261,5,3.6992358216313184,18,2.0964677896373227
240,26,2.972816949676736,15,1.626894281943628,17,1.3601596411700743,9,2.677740870876957
241,7,1.175859825318815,1,1.0078203699522916,11,4.63035437405947,15,2.818155170435186
242,15,4.879278778877568,18,2.112188655999257,4,2.792485026368215,12,2.03576790401642
243,8,4.3672516144804465,16,1.7026202709912321,17,1.1286521491860766,16,1.0030600231454376
244,11,3.3106497637014596,3,4.5339878585254585,1,2.349874088779841,4,2.4322945344638747
245,35,2.160340609550143,8,4.052168393612762,6,2.4597068628145493,1,3.7336235250050223
246,32,4.972768343134595,15,1.4382686381877665,3,4.571185166551848,3,2.663188680771924
247,38,4.336824354091723,16,1.8939898025207382,7,3.031711122614909,7,1.9291305632569729
248,15,1.4844590188549422,17,2.7702464294836395,14,4.29083699566092,17,3.838331425254102
249,3,2.8085994220826267,15,1.2121565888659132,11,2.2319121864997,13,4.475831623675404
250,33,2.172202304365742,16,3.7147303346020912,2,1.8799612843536275,8,1.2241558065102445
251,6,2.0833500717410036,16,1.8403244349857513,10,2.3670091493821452,4,2.015466952487687
252,9,2.2861807536227894,6,1.741658585799259,3,3.7377564986873764,14,4.8775492704750665
253,21,4.372811836655238,3,4.704675743885472,13,1.5546226262300133,15,3.0337868098165863
254,33,1.3417650153984,2,4.135803312520526,5,4.261790519546972,14,4.78245778766747
255,29,4.421825105865141,13,1.0610650605497853,15,2.5929403019163066,2,1.447533217608429
256,9,2.676882216356936,4,2.1673742133597464,9,2.8049766543316306,5,2.597259887262631
257,14,3.056942882793827,12,3.2966605221508116,6,2.589336745933244,2,2.663346410314793
258,30,3.9659422376770195,11,4.65778517887129,5,2.780739699879318,10,4.481650661479361
259,8,2.408939664669129,5,1.2653404833063546,6,2.170929142485746,11,1.691472215658441
260,1,4.907401300537744,1,1.2173764192221022,14,4.903018669992568,12,3.7518489901030585
261,25,1.796253543309981,16,4.140893954128407,7,2.3649447183283243,4,1.5602822974503736
262,17,4.28515563481057,12,2.1915080627442673,11,2.301573407774425,15,3.491615707167933
263,6,2.903001556838288,6,2.99074041271554,12,3.9569907071614225,1,2.941086136174489
264,23,3.9932958739488353,19,2.6917178235211847,16,2.40636350049383,17,4.823162648291948
265,19,1.7780795485782814,16,2.836352695923752,5,3.1857961192662803,14,1.659953925488809
266,27,2.6323083574982507,7,1.9515556012129798,10,2.7286842277306684,12,2.117854270536465
267,15,4.526599224659422,2,2.012675410573626,10,2.466975227520773,11,3.993666653519244
268,1,4.201975956104435,3,1.5393148186183496,12,2.8607123737430635,13,2.392262063866049
269,38,1.9218221762500929,12,1.4526113202559787,5,1.3723518140818243,5,4.973713488148407
270,37,2.2558795397447575,3,2.8432514444293946,15,2.86441847503884,7,1.4282574088434088
271,16,2.0064186696833235,9,4.884382465670555,6,1.4432843775725468,17,2.7499824489181584
272,37,1.7488285284389562,6,1.4443684029352948,2,1.8466657830757276,7,2.3011036234047455
273,9,1.3266721272880253,16,3.8567125118030146,12,4.9161758423795785,17,1.6105104131926171
274,20,2.329330112884189,18,3.7179765802328677,15,1.5884661435651588,5,1.4782430291663187
275,33,2.2339293481377993,15,4.600627022959422,7,4.322526819174005,2,4.025645703223423
276,38,4.9795800321045345,12,4.890433996695778,14,2.8652784437964414,13,1.605002481648146
277,1,3.637297756370823,9,1.3167142829863434,9,4.09421008564018,16,2.1744406721091556
278,29,4.147604067538602,17,2.0474379575045822,17,4.644415318292556,14,1.7359177393800178
279,29,3.6630094048494946,17,1.3358503803666957,13,3.094537107518701,7,1.7958351656152272
280,15,4.163102265907856,1,2.925378564006449,7,3.789655134390146,6,3.7408863552140064
281,19,2.898455065095991,17,4.667502439413946,6,2.4062373571920928,13,2.2681124590356863
282,2,2.4500756072953225,15,4.8251879494971615,8,4.973822148181564,1,1.7148144010818247
283,32,2.0188127605319197,2,2.46862489464796,13,4.678801110650209,5,3.1786381469771987
284,38,1.2857812864763116,6,3.585545025633774,6,2.2677815970278874,13,4.770923338333986
285,16,2.4041775796498213,7,4.2674408712321625,2,3.3782129477680978,2,3.708163455912871
286,12,1.5992240672620648,3,3.9102865716213904,10,3.670295217186572,17,4.444739732136449
287,17,1.8577147578774547,10,1.3291071065804818,14,3.058265334701346,10,4.19623823844341
288,23,1.155455995659708,13,1.0857800898341865,8,2.3417274876392074,16,4.7625552668878175
289,18,3.2075152285801307,15,4.4105813495671145,11,3.521716651507358,14,3.4570894192936312
290,14,2.701643960642356,15,2.8423372569454286,12,3.3028753973265856,11,2.8708090451066566
291,5,3.0184932962246545,9,4.267892991596687,3,2.9554955604940685,7,1.283483746867549
292,8,3.512875810902128,6,2.8543431329605444,16,1.4095863172185403,6,1.9994301623629265
293,17,4.198275387191423,15,4.964946486974368,17,4.622506030022674,2,2.9661713778865204
294,17,4.121223775827886,9,4.5091896235710704,5,4.604388048290728,9,2.8481716669260604
295,20,2.6391049760119403,4,4.823738754531021,13,2.7220039167202614,12,4.845605858260379
296,7,1.1613803931117692,8,2.3082247201047634,2,4.583298538279124,1,1.2068314582525606
297,9,3.141469764971826,5,4.609415171454174,2,2.614135427905958,12,2.583665546606262
298,32,1.2226289040562235,7,1.6411282802293465,3,3.2848576826792857,3,1.857286633508263
299,26,1.4830985314779759,12,1.8895972323239913,15,3.3666405050383834,6,3.6294320462466074
300,6,2.5762114786356487,13,3.890990313695176,17,1.874051512783013,1,4.558269308009321
301,18,3.253344052405571,18,4.775658333658825,6,4.224624951089477,3,2.3872190724462885
302,22,3.7713529451820076,4,4.901749740990911,2,3.662865304656188,16,4.233950097978781
303,5,4.755547305482498,5,1.3292077785116447,13,3.2927720565525562,16,1.6427414350097411
304,10,2.732230184709495,4,1.0806525055469915,17,2.558614315199781,7,2.503195202984554
305,9,4.829722746682297,16,4.524571431847691,8,3.534794664257726,10,2.0882933290883297
306,9,4.579468732248027,17,2.7005180866675143,4,1.289815939314685,1,3.4572414780528837
307,16,1.115858728737007,1,3.5531871782629505,17,3.1388406584528474,6,3.8225516913645645
308,5,2.517060957936577,2,3.9703558984079397,11,3.6590271342676566,7,2.5504992893392924
309,35,4.889957976934218,6,4.954080654911165,8,2.244645444879267,6,2.153518705948035
310,35,3.2481013414447513,16,3.6911186155668188,7,4.546084854734658,8,2.3220186850983167
311,6,2.663613623219235,16,4.479923762734563,17,3.115384591431971,7,1.767730209515677
312,29,3.400282013254946,9,1.8685864897893802,6,3.271266964216956,5,4.76876593725753
313,2,3.783744389631919,7,1.4779130458465737,16,1.1861383119107787,3,3.262734260817583
314,21,2.1943951136068636,12,3.4767953590331624,15,3.037993679439966,15,1.8836977369809813
